,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
7537,Ming Tian,67,67,180.0,71.0,1,497,29.0,487,2,3.0,3.0,4.4,124,1,60,61,63,65,63,63,62,60,59,57,59,58,51,83,83,59,67,87,80,72,56,37,30,38,49,37,35,32,6,12,7,10,7,60.5,60.66666666666666,56.0,75.85714285714286,39.25,8.4
7538,Júnior Brumado,67,73,190.0,88.0,1,4276,25.0,681,2,3.0,3.0,8.6,940,3,67,71,21,31,68,58,62,24,64,62,41,63,42,69,76,88,71,78,71,81,61,74,65,58,58,55,53,52,13,9,14,12,14,69.0,56.333333333333336,48.66666666666666,76.28571428571429,59.5,12.4
7539,Danylo Sikan,67,78,187.0,73.0,1,137,23.0,656,8,2.0,2.0,5.5,704,1,64,66,16,25,45,64,70,22,45,58,31,64,46,78,60,60,66,79,68,73,61,58,74,69,36,53,58,57,8,14,7,12,14,65.0,50.66666666666666,47.0,69.14285714285714,58.25,11.0
7540,Jesper Löfgren,67,72,193.0,87.0,1,4548,27.0,61,8,2.0,2.0,2.8,1529,1,56,51,67,68,71,56,36,67,39,47,25,57,45,44,61,86,40,50,43,72,64,33,28,23,26,25,36,23,13,9,12,8,13,53.5,52.66666666666666,42.333333333333336,56.57142857142857,32.25,11.0
7541,Campuzano,67,70,174.0,72.0,0,4576,27.0,659,0,3.0,3.0,4.1,557,2,64,67,13,15,53,66,70,16,55,62,58,62,59,77,73,67,78,81,81,75,60,66,66,65,59,48,61,63,11,14,12,6,7,65.5,53.66666666666666,59.66666666666666,76.0,61.0,10.0
7542,Ismaila Coulibaly,67,74,183.0,68.0,1,1323,23.0,194,0,4.0,4.0,9.8,2094,1,68,71,63,65,68,66,67,68,66,67,51,68,63,71,80,61,68,81,79,59,44,70,61,63,59,48,58,57,9,6,15,14,9,69.5,67.0,60.66666666666666,71.28571428571429,57.5,10.6
7543,Liam Kitching,67,73,191.0,80.0,0,5981,24.0,61,2,2.0,2.0,3.5,960,3,52,43,64,67,78,63,45,62,41,53,32,57,52,63,71,82,41,67,40,78,66,34,35,23,26,22,29,32,8,14,14,8,7,47.5,57.0,47.0,63.142857142857146,33.375,10.2
7544,Ísak Bergmann Jóhannesson,67,78,180.0,72.0,0,3888,21.0,243,0,3.0,3.0,5.7,306,3,69,66,62,61,74,67,64,62,67,67,65,69,64,72,82,62,74,76,72,62,45,66,56,62,67,65,62,59,13,14,7,10,13,67.5,66.83333333333333,66.0,71.42857142857143,60.25,11.4
7545,Ki-Jana Hoever,67,76,182.0,73.0,1,2213,22.0,487,2,3.0,2.0,12.0,2148,333,64,65,64,67,64,64,69,63,57,67,67,66,60,75,67,61,64,72,67,67,53,66,34,39,64,60,43,60,14,15,8,5,12,64.5,64.0,64.33333333333333,67.57142857142857,52.375,10.8
7546,Anthony Uribe,67,67,181.0,80.0,1,5436,33.0,656,8,3.0,2.0,6.3,1655,0,68,66,15,15,35,60,70,13,47,67,37,51,39,79,73,81,65,80,68,84,60,67,70,61,48,55,70,52,11,12,7,7,9,67.0,48.66666666666666,42.333333333333336,75.71428571428571,60.375,9.2
7547,Guillaume Dietsch,67,74,184.0,73.0,1,153,23.0,258,8,2.0,1.0,3.9,1782,2,18,8,12,14,28,65,6,7,30,44,10,30,22,20,18,41,42,17,29,40,11,47,8,7,13,10,10,6,63,69,64,63,71,13.0,30.0,20.666666666666668,29.571428571428573,14.0,66.0
7548,Mattie Pollock,67,76,190.0,80.0,1,6037,22.0,61,3,2.0,2.0,7.4,1417,3,50,40,63,66,69,61,28,63,25,56,35,58,53,58,70,85,42,61,45,79,70,37,18,15,24,22,38,23,6,6,10,8,7,45.0,50.333333333333336,48.66666666666666,62.85714285714285,30.875,7.4
7549,Idris El Mizouni,67,72,185.0,74.0,1,6000,23.0,99,0,3.0,3.0,5.4,749,73,64,61,62,64,85,62,56,64,65,59,50,66,64,68,81,67,65,64,62,62,49,68,52,58,55,60,44,51,13,12,5,8,6,62.5,65.16666666666667,60.0,67.0,54.625,8.8
7550,Bruno Paz,67,72,179.0,72.0,1,276,26.0,194,6,3.0,3.0,5.9,1267,1,70,68,62,66,72,64,62,68,67,70,64,71,69,71,69,73,73,72,76,76,61,71,45,61,66,54,53,54,10,5,10,12,9,69.0,67.16666666666667,68.0,72.85714285714286,58.125,9.2
7551,Filip Marchwiński,67,78,187.0,72.0,1,2068,22.0,24,7,4.0,3.0,2.8,1753,2,69,67,34,40,53,62,68,44,64,61,56,69,63,65,74,58,62,69,78,67,68,64,66,57,56,51,59,46,6,14,10,6,9,68.0,58.66666666666666,62.66666666666666,67.57142857142857,58.375,9.0
7552,Mihai Popescu,67,67,188.0,83.0,1,4645,31.0,61,8,3.0,2.0,3.2,1010,1,61,54,66,64,82,60,40,62,47,57,31,61,55,59,45,80,50,54,38,76,69,44,22,35,21,25,38,26,14,14,12,7,10,57.5,58.0,49.0,57.42857142857143,35.0,11.4
7553,Beder Caicedo,67,67,180.0,72.0,0,4233,32.0,390,0,2.0,3.0,5.3,794,0,65,66,58,63,62,65,66,63,55,52,66,61,56,77,71,68,73,82,75,74,59,42,52,46,55,49,49,40,10,11,9,13,14,65.5,60.5,61.0,74.28571428571429,49.0,11.4
7554,Jo Jin Woo,67,75,189.0,81.0,1,4836,24.0,61,5,3.0,2.0,2.4,976,3,53,27,68,65,73,56,42,63,36,53,35,52,56,59,62,82,44,62,45,78,70,35,39,31,32,31,31,42,10,13,11,9,13,40.0,53.833333333333336,47.66666666666666,61.71428571428572,38.875,11.2
7555,Brayan Vera,67,74,180.0,77.0,0,2158,25.0,71,8,2.0,2.0,2.4,580,2,62,45,66,68,64,64,29,65,37,55,64,59,46,69,56,74,65,70,67,75,63,45,41,39,42,40,38,34,10,5,12,12,8,53.5,52.333333333333336,56.333333333333336,68.0,42.75,9.4
7556,Djibril Diani,67,74,195.0,78.0,0,1569,26.0,104,6,3.0,2.0,2.5,961,1,68,61,67,68,68,56,47,62,52,55,46,66,64,55,77,87,37,69,61,74,58,56,45,38,37,33,45,34,9,9,7,13,14,64.5,56.66666666666666,58.66666666666666,65.71428571428571,43.25,10.4
7557,Salva Ferrer,67,71,184.0,73.0,1,2282,26.0,597,8,3.0,2.0,1.5,170,2,59,58,69,62,70,61,50,65,51,56,70,59,52,71,67,72,65,63,66,76,63,48,25,33,57,35,48,38,13,7,10,11,11,58.5,58.833333333333336,60.333333333333336,68.57142857142857,43.375,10.4
7558,Umut Meraş,67,67,178.0,73.0,0,1243,28.0,259,8,3.0,2.0,7.5,297,1,63,66,65,64,69,62,57,65,50,53,63,65,58,74,75,68,74,74,72,69,53,53,34,43,57,38,45,39,15,6,13,7,11,64.5,59.333333333333336,62.0,72.28571428571429,45.25,10.4
7559,Matías Palacios,67,76,173.0,75.0,1,4192,22.0,12,8,3.0,4.0,4.3,1069,3,69,70,44,51,41,59,62,38,68,65,68,69,69,71,65,45,82,66,80,53,48,60,57,61,66,69,48,54,14,12,13,10,10,69.5,55.5,68.66666666666667,66.0,57.875,11.8
7560,Kenzo Goudmijn,67,77,173.0,58.0,1,1195,22.0,12,7,3.0,3.0,2.8,661,3,68,72,59,57,65,66,56,59,68,69,60,71,67,78,75,44,79,81,85,54,49,64,55,50,62,50,52,53,9,13,6,13,8,70.0,63.833333333333336,66.0,70.85714285714286,54.375,9.8
7561,Marco Tilio,67,77,170.0,67.0,0,785,22.0,623,8,5.0,3.0,13.5,1393,5,68,68,43,42,59,61,61,36,64,63,61,62,54,87,65,47,88,82,88,66,56,66,61,64,67,55,47,52,14,12,7,13,14,68.0,57.333333333333336,59.0,74.71428571428571,58.5,12.0
7562,Jaime Alvarado,67,76,180.0,87.0,1,2897,25.0,108,6,3.0,2.0,4.5,768,2,61,68,63,69,65,66,58,64,63,47,47,69,64,66,76,83,66,63,56,76,58,54,50,55,48,49,53,39,14,7,11,6,8,64.5,60.5,60.0,69.42857142857143,50.75,9.2
7564,Malik Batmaz,67,72,180.0,77.0,1,3765,24.0,656,2,3.0,3.0,1.7,1232,3,70,72,16,18,34,68,70,19,55,56,54,58,37,76,75,62,75,73,76,71,56,67,68,63,58,38,56,66,7,9,11,10,9,71.0,50.333333333333336,49.66666666666666,72.57142857142857,59.0,9.2
7565,João Carlos,67,67,187.0,87.0,1,3615,29.0,656,7,4.0,3.0,3.6,1266,1,63,63,12,10,57,70,72,17,43,67,30,64,59,51,63,87,61,54,60,76,67,74,63,64,32,47,61,62,13,10,9,11,15,63.0,54.333333333333336,51.0,64.57142857142857,58.75,11.6
7566,Denis Drăguș,67,73,185.0,80.0,1,3048,25.0,676,7,3.0,3.0,5.3,331,1,66,74,19,10,68,62,64,12,56,68,53,59,40,78,72,71,73,81,78,80,66,59,69,62,63,37,59,67,11,7,12,9,7,70.0,55.0,50.66666666666666,76.14285714285714,60.25,9.2
7567,Makhtar Gueye,67,72,195.0,91.0,1,1439,26.0,656,7,2.0,2.0,6.9,1205,3,58,59,21,24,62,65,69,25,55,62,54,60,54,53,75,91,33,71,47,87,77,72,65,68,47,43,82,68,5,14,10,15,7,58.5,56.333333333333336,56.0,65.28571428571429,65.25,10.2
7568,Romero,67,67,167.0,59.0,0,4221,28.0,346,8,3.0,3.0,3.8,1011,3,69,68,32,38,42,55,61,37,59,63,62,63,58,86,57,36,92,88,82,48,34,58,60,51,59,45,41,61,8,14,11,13,6,68.5,52.833333333333336,61.0,69.85714285714286,51.125,10.4
7569,Christian Joel Sánchez,67,75,193.0,88.0,0,3102,25.0,258,8,2.0,1.0,2.3,1005,3,15,11,14,12,26,65,9,20,49,43,15,29,31,42,27,73,34,36,45,66,15,45,7,8,15,11,12,10,67,67,66,60,68,13.0,35.333333333333336,25.0,46.142857142857146,15.375,65.6
7570,Christian Kühlwetter,67,68,180.0,79.0,1,241,28.0,690,8,3.0,3.0,10.5,1971,1,68,68,30,38,68,66,67,32,60,67,58,65,57,72,81,70,73,63,71,75,64,69,64,67,72,49,63,69,5,6,8,6,9,68.0,60.0,60.0,72.14285714285714,64.625,6.8
7571,Emil Ceïde,67,76,175.0,71.0,1,6073,22.0,436,1,2.0,4.0,4.8,1010,3,73,74,33,35,34,56,62,27,64,60,61,59,46,81,61,49,77,75,82,53,37,56,59,55,58,40,38,51,9,6,7,10,13,73.5,50.5,55.333333333333336,68.28571428571429,49.25,9.0
7572,Edu Espiau,67,67,185.0,84.0,1,1205,29.0,690,7,3.0,3.0,3.4,1011,2,60,62,19,18,56,70,72,20,61,66,42,62,52,67,67,70,54,71,56,77,72,71,66,63,50,45,61,55,6,10,14,15,15,61.0,57.5,52.0,66.0,60.375,12.0
7573,Kikas,67,70,177.0,71.0,1,5830,25.0,695,2,3.0,3.0,3.6,1283,2,69,65,17,18,49,64,66,12,58,67,40,60,52,76,73,67,75,75,75,76,63,75,68,58,55,44,67,60,5,8,7,6,6,67.0,52.66666666666666,50.66666666666666,73.85714285714286,61.25,6.4
7574,Joseph Hungbo,67,73,173.0,70.0,0,2159,24.0,572,2,3.0,3.0,4.4,1095,3,67,69,30,33,41,52,63,26,61,49,65,61,53,80,68,60,76,84,81,61,40,65,62,64,66,67,54,52,11,9,10,7,8,68.0,48.66666666666666,59.66666666666666,72.85714285714286,58.75,9.0
7575,Sergio Moreno,67,74,178.0,73.0,1,2045,25.0,656,7,3.0,2.0,6.4,1006,1,69,67,19,14,32,68,69,15,49,59,29,67,48,68,43,57,65,70,64,67,64,63,68,65,44,43,59,60,9,14,13,8,13,68.0,48.66666666666666,48.0,62.0,58.25,11.4
7576,Germán Guiffrey,67,73,182.0,74.0,0,1424,26.0,71,5,3.0,2.0,5.0,1130,0,65,48,71,73,62,62,44,65,34,55,50,61,55,66,78,71,62,71,66,71,59,49,31,32,32,30,41,38,10,11,8,9,14,56.5,53.66666666666666,55.333333333333336,69.28571428571429,39.0,10.4
7577,Leonardo Benedetti,67,76,180.0,73.0,1,3554,24.0,177,8,3.0,2.0,1.5,1092,3,73,69,54,57,61,68,66,63,59,63,63,75,69,69,68,60,62,74,64,63,53,64,52,43,57,50,53,52,6,8,13,7,9,71.0,63.333333333333336,69.0,65.71428571428571,53.0,8.6
7578,Carlos Mendes Gomes,67,71,178.0,66.0,1,4784,25.0,329,2,3.0,3.0,4.5,1142,3,64,66,26,27,35,60,64,26,63,68,63,61,52,83,82,57,87,81,85,60,38,66,64,65,64,50,54,52,12,10,6,8,11,65.0,52.66666666666666,58.66666666666666,76.42857142857143,56.625,9.4
7579,Filip Majchrowicz,67,76,194.0,99.0,1,2027,24.0,258,8,3.0,1.0,1.5,1529,1,21,14,21,23,32,61,9,11,47,52,18,14,17,35,26,77,29,31,41,65,12,47,7,4,14,12,21,9,65,69,61,63,70,17.5,35.333333333333336,16.333333333333332,43.42857142857143,15.75,65.6
7580,Barış Alıcı,67,68,180.0,70.0,1,3379,27.0,524,2,4.0,3.0,5.2,559,1,66,68,30,36,54,63,62,26,63,65,63,62,56,82,65,46,74,79,80,61,50,65,60,61,66,58,58,53,8,10,7,9,12,67.0,55.5,60.333333333333336,69.57142857142857,58.875,9.2
7581,Elvis Sarić,67,67,181.0,72.0,0,2805,34.0,194,0,3.0,3.0,4.6,628,0,72,67,61,65,64,55,63,65,70,72,60,71,68,66,69,73,69,64,71,71,57,65,57,67,66,58,47,52,14,10,9,6,6,69.5,64.83333333333333,66.33333333333333,69.0,58.625,9.0
7582,Jozo Stanić,67,72,184.0,80.0,1,465,25.0,451,8,3.0,2.0,6.9,1024,1,61,55,65,68,64,64,41,62,55,61,63,64,54,60,76,75,62,61,66,71,60,31,23,30,39,27,35,25,9,7,7,12,7,58.0,57.833333333333336,60.333333333333336,67.28571428571429,33.75,8.4
7583,Mustafa Eskihellaç,67,68,175.0,72.0,1,4610,27.0,524,8,1.0,3.0,5.2,1141,2,67,70,52,56,48,60,61,50,53,58,66,62,60,87,65,51,73,86,82,63,46,67,59,46,61,41,53,47,13,7,11,12,5,68.5,55.0,62.66666666666666,72.42857142857143,52.5,9.6
7584,Kemal Ademi,67,68,197.0,90.0,1,2317,28.0,656,7,3.0,2.0,4.5,1011,2,63,58,27,26,60,61,65,24,53,62,31,55,34,52,72,92,39,86,44,84,75,70,70,54,46,34,57,63,14,11,14,13,15,60.5,54.16666666666666,40.0,67.0,58.625,13.4
7585,Enrique Clemente,67,76,180.0,79.0,0,4064,25.0,71,5,2.0,2.0,5.2,2125,51,65,44,64,69,65,68,29,66,33,52,44,68,61,68,72,66,68,68,55,71,67,43,29,23,37,28,49,35,10,8,8,5,12,54.5,52.16666666666666,57.66666666666666,66.85714285714286,38.875,8.6
7586,Giorgi Beridze,67,68,174.0,71.0,0,4222,27.0,329,1,3.0,3.0,5.2,1310,1,70,74,28,23,28,54,61,18,60,49,66,66,49,81,59,59,79,72,85,68,52,67,69,47,68,50,57,52,15,10,13,10,10,72.0,45.0,60.333333333333336,71.85714285714286,57.75,11.6
7587,Adam Idah,67,73,190.0,83.0,1,1572,23.0,656,2,3.0,3.0,11.0,1006,5,63,64,11,17,70,62,69,23,48,61,38,49,37,70,60,78,54,83,65,78,66,73,67,61,49,38,70,62,10,12,13,9,6,63.5,55.5,41.333333333333336,69.71428571428571,60.75,10.0
7588,Kelland Watts,67,75,192.0,75.0,0,5056,24.0,61,8,4.0,2.0,21.0,1695,231,60,56,63,65,74,63,46,65,48,58,44,61,58,66,61,79,54,60,51,77,64,59,44,40,44,36,59,38,10,11,11,13,12,58.0,59.0,54.333333333333336,64.0,48.0,11.4
7589,Antonio Marin,67,75,184.0,78.0,1,2587,23.0,31,8,4.0,4.0,5.0,1005,1,72,79,29,31,63,56,58,31,67,62,64,66,62,83,63,69,41,73,71,66,41,65,61,59,66,70,39,52,10,13,7,7,9,75.5,56.16666666666666,64.0,66.57142857142857,56.625,9.2
7590,Jorge Félix,67,67,175.0,76.0,1,764,32.0,305,7,4.0,4.0,3.3,222,1,66,66,22,22,30,64,66,20,66,68,67,68,63,66,62,50,77,66,77,59,57,65,65,61,59,45,64,58,7,8,6,10,7,66.0,52.333333333333336,66.0,65.28571428571429,59.25,7.6
7591,Patryk Sokołowski,67,68,181.0,73.0,1,5976,29.0,108,6,3.0,3.0,3.6,978,0,64,66,62,66,56,66,54,67,64,62,54,67,63,62,82,71,60,60,72,66,52,58,44,58,32,57,46,29,9,8,14,15,8,65.0,61.5,61.333333333333336,67.57142857142857,47.0,10.8
7592,Jimmy,67,70,170.0,68.0,1,1423,27.0,194,8,2.0,3.0,3.8,1004,1,66,64,67,69,58,70,64,72,69,60,51,69,65,68,79,58,85,65,68,52,38,47,41,47,65,48,44,40,11,14,9,13,6,65.0,65.5,61.66666666666666,67.85714285714286,46.25,10.6
7593,Peter Haring,67,67,187.0,85.0,1,3290,31.0,108,8,3.0,2.0,2.9,1332,1,64,61,66,69,68,61,56,63,60,69,62,68,65,60,72,81,50,55,63,77,67,66,58,43,63,34,42,30,13,8,9,5,8,62.5,62.833333333333336,65.0,65.42857142857143,50.375,8.6
7594,Noel Niemann,67,76,171.0,60.0,1,4785,24.0,649,1,4.0,3.0,4.4,298,1,67,70,26,19,54,63,62,39,68,53,55,59,56,83,77,59,90,84,90,69,53,66,59,61,60,39,54,59,8,11,13,9,13,68.5,56.5,56.66666666666666,78.85714285714286,56.375,10.8
7595,Pierre Patron,67,71,191.0,85.0,1,734,27.0,258,8,2.0,1.0,3.6,1231,1,12,7,12,12,25,63,5,10,27,38,12,25,19,17,16,59,27,28,35,50,12,44,7,5,13,12,17,5,68,68,64,59,67,9.5,28.0,18.666666666666668,33.142857142857146,14.375,65.2
7596,Moritz Broschinski,67,76,190.0,80.0,1,5951,23.0,656,7,3.0,3.0,7.7,870,3,69,64,20,28,50,62,67,30,53,55,57,62,58,72,55,68,66,76,64,74,64,66,68,64,52,39,51,58,8,5,9,13,8,66.5,52.833333333333336,59.0,67.85714285714286,57.75,8.6
7597,Josip Vuković,67,67,184.0,76.0,1,4354,32.0,108,8,3.0,3.0,4.7,1259,1,67,64,61,63,80,62,43,67,61,68,61,66,67,52,69,73,58,54,58,65,55,63,39,59,45,43,50,39,6,11,7,8,9,65.5,63.5,64.66666666666667,61.285714285714285,49.125,8.2
7598,Garland Gbellé,67,67,179.0,75.0,1,1152,31.0,178,0,3.0,2.0,2.3,1309,1,70,68,55,58,61,63,62,64,65,61,55,68,68,68,90,68,67,70,69,71,63,57,51,49,54,47,64,43,9,12,10,14,13,69.0,62.66666666666666,63.66666666666666,71.85714285714286,53.5,11.6
7599,Joe Gauci,67,77,193.0,81.0,1,3014,24.0,258,8,3.0,1.0,1.5,1911,3,13,14,10,10,26,56,8,19,27,40,9,22,24,27,27,65,35,35,40,56,10,45,5,5,9,10,17,5,64,70,65,60,71,13.5,29.33333333333333,18.33333333333333,40.71428571428572,13.25,66.0
7600,Efkan Bekiroğlu,67,68,185.0,84.0,1,5775,28.0,181,8,2.0,3.0,5.2,1028,3,71,71,43,54,60,65,68,52,67,68,59,71,69,68,68,73,69,69,71,62,55,66,61,63,52,70,55,57,12,11,11,12,11,71.0,63.333333333333336,66.33333333333333,68.57142857142857,59.875,11.4
7601,Mads Frøkjær-Jensen,67,73,186.0,79.0,1,2950,25.0,31,1,2.0,3.0,9.8,1028,4,71,69,49,54,64,67,65,45,68,67,58,69,64,71,77,67,65,69,67,66,50,65,56,51,60,56,38,47,9,13,14,9,11,70.0,62.66666666666666,63.66666666666666,68.85714285714286,52.875,11.2
7602,Nicky Cadden,67,69,178.0,65.0,0,5863,27.0,369,2,2.0,3.0,4.1,1027,1,64,63,55,57,61,58,61,53,66,64,68,58,58,84,90,62,80,89,86,65,44,63,58,66,70,67,55,52,13,10,13,12,6,63.5,60.5,61.333333333333336,79.42857142857143,59.375,10.8
7603,Kjell Scherpen,67,76,202.0,85.0,1,2321,24.0,258,8,5.0,1.0,13.5,369,193,17,12,10,11,25,62,8,7,34,51,11,26,25,37,37,69,42,46,37,60,10,50,9,8,12,13,12,8,67,69,65,66,67,14.5,31.166666666666668,20.666666666666668,46.85714285714285,15.25,66.8
7604,Florian Rieder,67,67,171.0,67.0,1,4289,28.0,304,6,4.0,3.0,5.0,1011,3,65,66,48,53,68,63,62,56,65,64,65,63,62,76,84,56,84,75,84,55,31,61,51,53,63,56,35,48,12,12,10,11,14,65.5,63.0,63.333333333333336,73.42857142857143,49.75,11.8
7605,Bambo Diaby,67,70,186.0,88.0,1,1175,26.0,61,0,3.0,2.0,6.0,223,1,60,58,63,66,78,65,55,64,48,62,56,62,54,64,46,88,58,72,51,80,62,50,28,15,39,28,37,29,7,12,10,13,14,59.0,62.0,57.333333333333336,65.57142857142857,36.0,11.2
7606,Karlo Letica,67,70,201.0,96.0,1,1568,27.0,258,8,3.0,1.0,2.6,1829,1,17,14,12,12,24,64,6,11,36,22,13,29,28,30,18,71,27,34,31,60,10,47,5,6,13,12,17,9,68,69,62,62,68,15.5,27.166666666666668,23.33333333333333,38.71428571428572,14.875,65.8
7607,Valentín Burgoa,67,74,175.0,73.0,0,653,24.0,24,2,3.0,3.0,3.4,734,242,72,73,48,57,64,65,64,49,70,65,68,64,57,82,65,55,77,82,79,65,49,70,51,57,53,48,55,49,9,13,6,14,13,72.5,62.833333333333336,63.0,72.14285714285714,54.0,11.0
7608,Gabriele Corbo,67,73,186.0,79.0,1,2086,24.0,61,8,2.0,2.0,2.4,1487,1,64,49,68,68,66,66,18,65,34,60,36,64,63,52,61,72,60,58,55,69,64,55,33,36,42,28,58,30,7,15,5,12,6,56.5,51.5,54.333333333333336,61.0,43.25,9.0
7609,Emanuel Aiwu,67,77,185.0,77.0,1,1323,23.0,63,8,3.0,2.0,1.5,321,3,62,48,68,70,70,64,44,63,48,58,50,64,59,68,73,78,62,72,69,78,66,55,38,39,30,31,34,34,14,9,14,13,7,55.0,57.833333333333336,57.66666666666666,71.42857142857143,40.875,11.4
7610,Bradley Danger,67,73,182.0,73.0,1,2427,26.0,63,8,3.0,2.0,2.0,1309,1,69,65,65,69,68,67,55,64,65,70,54,66,65,76,81,75,64,74,67,80,64,45,50,48,35,45,55,50,15,15,6,7,13,67.0,64.83333333333333,61.66666666666666,73.85714285714286,49.0,11.2
7611,Manuel Wintzheimer,67,71,180.0,78.0,1,2065,25.0,656,8,5.0,2.0,4.4,1,177,69,65,17,27,57,64,70,21,69,55,64,66,57,71,70,71,71,55,73,76,63,70,70,62,50,37,57,60,12,5,9,12,11,67.0,56.0,62.333333333333336,69.57142857142857,58.625,9.8
7612,Michael Fuentes Vadulli,67,70,170.0,71.0,1,4500,26.0,422,8,3.0,4.0,6.0,664,1,67,70,27,32,22,59,67,37,59,55,62,63,48,76,76,62,60,79,72,60,37,54,64,59,41,46,57,46,7,6,11,8,8,68.5,49.833333333333336,57.66666666666666,69.28571428571429,50.5,8.0
7613,Heriberto Tavares,67,68,181.0,66.0,0,1712,27.0,644,8,5.0,3.0,3.5,1232,3,67,68,28,33,59,68,65,22,61,68,59,61,50,80,71,63,71,80,77,75,61,78,65,67,72,70,70,67,7,7,13,8,8,67.5,57.16666666666666,56.66666666666666,73.85714285714286,68.75,8.6
7614,Przemysław Wiśniewski,67,73,195.0,91.0,1,2913,26.0,61,8,3.0,2.0,1.5,898,4,53,44,67,69,66,64,22,63,35,64,38,57,54,78,70,88,57,87,61,86,60,40,16,25,24,29,38,28,14,9,13,12,9,48.5,52.333333333333336,49.66666666666666,75.28571428571429,32.5,11.4
7615,Adrian Benedyczak,67,77,191.0,78.0,1,4963,23.0,692,8,3.0,3.0,1.8,1009,2,65,61,24,24,59,62,65,29,51,48,28,62,54,81,74,79,56,83,64,85,65,63,69,58,45,33,56,59,7,12,15,13,12,63.0,52.333333333333336,48.0,74.57142857142857,56.0,11.8
7616,Simon Strand,67,67,175.0,70.0,1,4459,31.0,294,8,4.0,2.0,2.5,1553,2,61,58,64,61,73,58,53,62,46,51,59,59,57,82,80,56,79,87,73,64,45,34,27,33,44,45,32,30,9,14,13,8,13,59.5,57.16666666666666,58.333333333333336,74.42857142857143,36.25,11.4
7617,Li Shuai,67,67,180.0,75.0,1,3259,29.0,288,2,4.0,3.0,4.4,151,1,63,63,65,66,66,60,67,61,60,62,57,63,53,79,80,71,70,82,82,71,49,45,37,39,49,48,39,36,13,6,7,10,14,63.0,62.66666666666666,57.66666666666666,76.42857142857143,42.75,10.0
7618,Alejandro Marqués,67,76,190.0,81.0,1,947,24.0,656,7,3.0,2.0,3.0,1164,3,69,68,23,26,45,55,65,26,54,67,42,53,34,65,50,69,66,69,64,81,79,64,73,61,50,37,67,55,8,13,12,14,13,68.5,52.0,43.0,66.28571428571429,60.75,12.0
7619,Alex Ibacache,67,72,175.0,75.0,0,2085,25.0,288,7,1.0,2.0,3.8,1495,2,66,60,64,63,71,64,61,63,50,51,65,58,49,74,70,72,70,81,73,64,42,47,50,32,51,35,36,33,6,11,8,14,8,63.0,60.0,57.333333333333336,72.0,40.75,9.4
7620,Dragoș Nedelcu,67,72,189.0,80.0,1,1660,27.0,105,5,3.0,2.0,3.2,1010,2,64,57,62,63,60,65,58,64,70,67,52,68,70,64,70,71,56,56,55,73,64,73,49,68,56,46,49,40,12,13,13,5,14,60.5,64.0,63.333333333333336,63.57142857142857,55.625,11.4
7621,George Tanner,67,75,181.0,71.0,1,4819,24.0,487,8,2.0,2.0,8.8,297,3,62,62,62,63,62,63,58,62,49,58,60,59,47,74,83,64,70,70,74,70,56,52,39,45,42,37,41,30,7,10,15,5,8,62.0,58.66666666666666,55.333333333333336,72.14285714285714,42.75,9.0
7622,Afeez Aremu,67,77,181.0,77.0,1,5549,24.0,108,6,3.0,3.0,5.0,249,1,68,62,71,67,77,64,50,66,44,61,50,66,58,75,73,73,66,68,71,78,63,60,53,61,59,40,42,54,14,14,10,13,8,65.0,60.333333333333336,58.0,72.0,54.0,11.8
7623,Simon Graves,67,74,191.0,78.0,1,4415,25.0,61,8,3.0,2.0,1.5,935,4,64,56,65,68,58,64,44,66,49,63,52,66,63,60,65,84,55,64,47,78,66,69,42,40,48,40,42,38,13,9,7,6,10,60.0,57.333333333333336,60.333333333333336,64.71428571428571,48.125,9.0
7624,Alex Roldan,67,67,178.0,70.0,1,2929,28.0,485,0,2.0,3.0,2.8,606,1,68,66,58,60,68,65,68,64,65,68,68,66,65,74,83,63,72,72,70,63,45,63,56,56,61,33,41,38,8,10,6,14,6,67.0,66.33333333333333,66.33333333333333,71.0,49.125,8.8
7625,George Bello,67,76,170.0,68.0,0,2304,22.0,288,8,3.0,3.0,5.0,1052,3,67,70,64,67,54,65,68,56,54,58,60,60,48,84,74,56,83,84,85,61,41,55,45,35,52,27,39,25,11,12,9,6,8,68.5,59.16666666666666,56.0,75.28571428571429,39.875,9.2
7626,Edward Chilufya,67,72,171.0,65.0,1,5831,24.0,623,2,3.0,3.0,8.6,934,3,67,69,13,15,40,56,62,31,61,53,59,52,36,92,78,37,86,91,90,52,40,54,62,54,55,33,51,58,14,13,8,10,11,68.0,50.5,49.0,75.14285714285714,50.875,11.2
